date,County,youthCaseCount,youthCaseTested
2020-11-01,McHenry,1002,13026
2020-11-01,McLean,1004,19723
2020-11-01,Menard,28,932
2020-11-01,Mercer,41,1052
2020-11-01,Monroe,135,1591
2020-11-01,Montgomery,58,1868
2020-11-01,Morgan,64,1679
2020-11-01,Moultrie,71,1155
2020-11-01,Ogle,169,3151
2020-11-01,Peoria,956,17156
2020-11-01,Perry,66,970
2020-11-01,Piatt,41,2330
2020-11-01,Pike,32,632
2020-11-01,Pope,0,123
2020-11-01,Pulaski,34,230
2020-11-01,Putnam,13,211
2020-11-01,Randolph,176,1984
2020-11-01,Richland,50,1379
2020-11-01,Rock Island,503,8780
2020-11-01,Saline,76,1213
2020-11-01,Sangamon,643,15375
2020-11-01,Schuyler,15,243
2020-11-01,Scott,11,353
2020-11-01,Shelby,77,1190
2020-11-01,St. Clair,1182,12874
2020-11-01,Stark,21,469
2020-11-01,Stephenson,172,2592
2020-11-01,Tazewell,502,11033
2020-11-01,Unassigned,8,6626
2020-11-01,Union,88,895
2020-11-01,Vermilion,354,5796
2020-11-01,Wabash,58,525
2020-11-01,Warren,51,595
2020-11-01,Washington,54,569
2020-11-01,Wayne,99,915
2020-11-01,White,41,806
2020-11-01,Whiteside,229,3398
2020-11-01,Will,2734,32515
2020-11-01,Williamson,307,3377
2020-11-01,Winnebago,1814,22794
2020-11-01,Woodford,156,3297
2020-10-25,Adams,293,3360
2020-10-25,Alexander,8,156
2020-10-25,Bond,87,703
2020-10-25,Boone,293,3298
2020-10-25,Brown,12,136
2020-10-25,Bureau,128,1370
2020-10-25,Calhoun,12,112
2020-10-25,Carroll,27,560
2020-10-25,Cass,61,777
2020-10-25,Champaign,2028,191483
2020-10-25,Chicago,9716,134406
2020-10-25,Christian,52,1457
2020-10-25,Clark,51,761
2020-10-25,Clay,25,665
2020-10-25,Clinton,221,2092
2020-10-25,Coles,345,4060
2020-10-25,Cook,9396,121248
2020-10-25,Crawford,65,836
2020-10-25,Cumberland,34,542
2020-10-25,De Witt,27,918
2020-10-25,DeKalb,393,6988
2020-10-25,Douglas,128,2070
2020-10-25,DuPage,3069,46108
2020-10-25,Edgar,22,445
2020-10-25,Edwards,23,258
2020-10-25,Effingham,170,1765
2020-10-25,Fayette,83,930
2020-10-25,Ford,20,932
2020-10-25,Franklin,166,1746
2020-10-25,Fulton,96,1911
2020-10-25,Gallatin,18,197
2020-10-25,Greene,25,569
2020-10-25,Grundy,164,2227
2020-10-25,Hamilton,14,292
2020-10-25,Hancock,32,516
2020-10-25,Hardin,9,119
2020-10-25,Henderson,9,242
2020-10-25,Henry,123,2401
2020-10-25,Illinois,48792,860718
2020-10-25,Iroquois,50,1487
2020-10-25,Jackson,259,3286
2020-10-25,Jasper,37,421
2020-10-25,Jefferson,95,1457
2020-10-25,Jersey,54,770
2020-10-25,Jo Daviess,70,974
2020-10-25,Johnson,37,471
2020-10-25,Kane,2449,27370
2020-10-25,Kankakee,495,6329
2020-10-25,Kendall,362,6649
2020-10-25,Knox,179,3326
2020-10-25,Lake,3393,37308
2020-10-25,LaSalle,283,4108
2020-10-25,Lawrence,41,919
2020-10-25,Lee,75,1334
2020-10-25,Livingston,88,2118
2020-10-25,Logan,54,2352
2020-10-25,Macon,396,5800
2020-10-25,Macoupin,107,2773
2020-10-25,Madison,965,11623
2020-10-25,Marion,105,1826
2020-10-25,Marshall,22,592
2020-10-25,Mason,50,975
2020-10-25,Massac,22,376
2020-10-25,McDonough,136,1716
2020-10-25,McHenry,856,11749
2020-10-25,McLean,942,18108
2020-10-25,Menard,27,872
2020-10-25,Mercer,33,967
2020-10-25,Monroe,105,1467
2020-10-25,Montgomery,53,1747
2020-10-25,Morgan,45,1579
2020-10-25,Moultrie,64,1079
2020-10-25,Ogle,145,2856
2020-10-25,Peoria,880,16096
2020-10-25,Perry,56,890
2020-10-25,Piatt,35,2121
2020-10-25,Pike,26,570
2020-10-25,Pope,0,101
2020-10-25,Pulaski,31,210
2020-10-25,Putnam,12,192
2020-10-25,Randolph,154,1843
2020-10-25,Richland,46,1318
2020-10-25,Rock Island,395,7992
2020-10-25,Saline,66,1098
2020-10-25,Sangamon,547,14213
2020-10-25,Schuyler,13,236
2020-10-25,Scott,11,338
2020-10-25,Shelby,66,1116
2020-10-25,St. Clair,1100,12009
2020-10-25,Stark,13,412
2020-10-25,Stephenson,114,2286
2020-10-25,Tazewell,426,10267
2020-10-25,Unassigned,6,6425
2020-10-25,Union,83,839
2020-10-25,Vermilion,325,5380
2020-10-25,Wabash,43,458
2020-10-25,Warren,44,530
2020-10-25,Washington,48,528
2020-10-25,Wayne,88,889
2020-10-25,White,36,738
2020-10-25,Whiteside,180,3001
2020-10-25,Will,2384,29723
2020-10-25,Williamson,288,3174
2020-10-25,Winnebago,1606,20924
2020-10-25,Woodford,118,2972
2020-10-18,Adams,249,3170
2020-10-18,Alexander,6,152
2020-10-18,Bond,78,649
2020-10-18,Boone,253,3000
2020-10-18,Brown,11,120
2020-10-18,Bureau,123,1267
2020-10-18,Calhoun,13,106
2020-10-18,Carroll,23,502
2020-10-18,Cass,60,742
2020-10-18,Champaign,1943,173656
2020-10-18,Chicago,8907,123783
2020-10-18,Christian,47,1369
2020-10-18,Clark,47,738
2020-10-18,Clay,25,628
2020-10-18,Clinton,207,1883
2020-10-18,Coles,330,3953
2020-10-18,Cook,8517,111663
2020-10-18,Crawford,60,779
2020-10-18,Cumberland,32,521
2020-10-18,De Witt,24,784
2020-10-18,DeKalb,342,6257
2020-10-18,Douglas,93,1838
2020-10-18,DuPage,2777,42847
2020-10-18,Edgar,17,403
2020-10-18,Edwards,23,228
2020-10-18,Effingham,150,1708
2020-10-18,Fayette,73,888
2020-10-18,Ford,18,833
2020-10-18,Franklin,139,1599
2020-10-18,Fulton,75,1667
2020-10-18,Gallatin,18,173
2020-10-18,Greene,22,538
2020-10-18,Grundy,158,2048
2020-10-18,Hamilton,13,262
2020-10-18,Hancock,28,462
2020-10-18,Hardin,8,113
2020-10-18,Henderson,0,220
2020-10-18,Henry,114,2255
2020-10-18,Iroquois,38,1374
2020-10-18,Jackson,240,3064
2020-10-18,Jasper,33,404
2020-10-18,Jefferson,87,1322
2020-10-18,Jersey,52,732
2020-10-18,Jo Daviess,59,874
2020-10-18,Johnson,35,422
2020-10-18,Kane,2235,25379
2020-10-18,Kankakee,452,5809
2020-10-18,Kendall,334,6174
2020-10-18,Knox,151,3076
2020-10-18,Lake,3215,34955
2020-10-18,LaSalle,254,3713
2020-10-18,Lawrence,38,879
2020-10-18,Lee,63,1173
2020-10-18,Livingston,76,1937
2020-10-18,Logan,49,2175
2020-10-18,Macon,341,5183
2020-10-18,Macoupin,95,2620
2020-10-18,Madison,927,10921
2020-10-18,Marion,90,1681
2020-10-18,Marshall,20,534
2020-10-18,Mason,46,908
2020-10-18,Massac,22,357
2020-10-18,McDonough,123,1478
2020-10-18,McHenry,723,10626
2020-10-18,McLean,876,16800
2020-10-18,Menard,25,804
2020-10-18,Mercer,31,857
2020-10-18,Monroe,96,1307
2020-10-18,Montgomery,47,1599
2020-10-18,Morgan,44,1492
2020-10-18,Moultrie,60,988
2020-10-18,Ogle,126,2577
2020-10-18,Peoria,837,15127
2020-10-18,Perry,52,846
2020-10-18,Piatt,34,1874
2020-10-18,Pike,18,509
2020-10-18,Pope,0,85
2020-10-18,Pulaski,29,197
2020-10-18,Putnam,11,179
2020-10-18,Randolph,143,1678
2020-10-18,Richland,44,1265
2020-10-18,Rock Island,345,7431
2020-10-18,Saline,62,1024
2020-10-18,Sangamon,454,13238
2020-10-18,Schuyler,11,212
2020-10-18,Scott,10,319
2020-10-18,Shelby,54,1060
2020-10-18,St. Clair,1033,11235
2020-10-18,Stark,11,378
2020-10-18,Stephenson,90,2060
2020-10-18,Tazewell,378,9587
2020-10-18,Unassigned,0,6274
2020-10-18,Union,75,795
2020-10-18,Vermilion,289,4931
2020-10-18,Wabash,42,408
2020-10-18,Warren,39,471
2020-10-18,Washington,44,491
2020-10-18,Wayne,83,828
2020-10-18,White,33,663
2020-10-18,Whiteside,143,2719
2020-10-18,Will,2120,27342
2020-10-18,Williamson,263,2981
2020-10-18,Winnebago,1427,19021
2020-10-18,Woodford,105,2689
2020-10-11,Adams,224,1760
2020-10-11,Alexander,6,137
2020-10-11,Bond,59,598
2020-10-11,Boone,211,2666
2020-10-11,Brown,10,108
2020-10-11,Bureau,118,1186
2020-10-11,Calhoun,12,98
2020-10-11,Carroll,20,430
2020-10-11,Cass,57,684
2020-10-11,Champaign,1855,156801
2020-10-11,Chicago,8308,113949
2020-10-11,Christian,44,1287
2020-10-11,Clark,46,717
2020-10-11,Clay,24,580
2020-10-11,Clinton,191,1696
2020-10-11,Coles,300,2987
2020-10-11,Cook,7855,96023
2020-10-11,Crawford,56,734
2020-10-11,Cumberland,29,506
2020-10-11,De Witt,23,696
2020-10-11,DeKalb,313,5202
2020-10-11,Douglas,69,1662
2020-10-11,DuPage,2597,38231
2020-10-11,Edgar,17,322
2020-10-11,Edwards,21,220
2020-10-11,Effingham,133,1496
2020-10-11,Fayette,66,837
2020-10-11,Ford,12,620
2020-10-11,Franklin,119,1448
2020-10-11,Fulton,56,1460
2020-10-11,Gallatin,18,159
2020-10-11,Greene,21,505
2020-10-11,Grundy,145,1896
2020-10-11,Hamilton,11,243
2020-10-11,Hancock,28,374
2020-10-11,Hardin,8,110
2020-10-11,Henderson,0,188
2020-10-11,Henry,104,2041
2020-10-11,Iroquois,36,1233
2020-10-11,Jackson,228,2854
2020-10-11,Jasper,32,389
2020-10-11,Jefferson,83,1238
2020-10-11,Jersey,49,703
2020-10-11,Jo Daviess,57,785
2020-10-11,Johnson,32,379
2020-10-11,Kane,2061,22772
2020-10-11,Kankakee,420,5345
2020-10-11,Kendall,314,5674
2020-10-11,Knox,120,2753
2020-10-11,Lake,3023,30818
2020-10-11,LaSalle,231,3354
2020-10-11,Lawrence,35,741
2020-10-11,Lee,49,1069
2020-10-11,Livingston,65,1692
2020-10-11,Logan,45,1988
2020-10-11,Macon,300,4460
2020-10-11,Macoupin,81,2473
2020-10-11,Madison,889,9707
2020-10-11,Marion,85,1554
2020-10-11,Marshall,17,487
2020-10-11,Mason,40,818
2020-10-11,Massac,20,333
2020-10-11,McDonough,107,1219
2020-10-11,McHenry,650,9690
2020-10-11,McLean,842,15405
2020-10-11,Menard,25,758
2020-10-11,Mercer,26,754
2020-10-11,Monroe,86,1172
2020-10-11,Montgomery,35,1416
2020-10-11,Morgan,42,1399
2020-10-11,Moultrie,43,913
2020-10-11,Ogle,109,2349
2020-10-11,Peoria,804,13331
2020-10-11,Perry,51,805
2020-10-11,Piatt,29,1705
2020-10-11,Pike,14,379
2020-10-11,Pope,0,68
2020-10-11,Pulaski,24,182
2020-10-11,Putnam,11,164
2020-10-11,Randolph,130,1501
2020-10-11,Richland,39,1197
2020-10-11,Rock Island,315,6837
2020-10-11,Saline,56,949
2020-10-11,Sangamon,397,11418
2020-10-11,Schuyler,11,199
2020-10-11,Scott,10,309
2020-10-11,Shelby,49,1005
2020-10-11,St. Clair,977,10278
2020-10-11,Stark,6,339
2020-10-11,Stephenson,81,1867
2020-10-11,Tazewell,331,8513
2020-10-11,Unassigned,0,27071
2020-10-11,Union,68,745
2020-10-11,Vermilion,235,4348
2020-10-11,Wabash,32,344
2020-10-11,Warren,32,427
2020-10-11,Washington,42,444
2020-10-11,Wayne,76,774
2020-10-11,White,31,621
2020-10-11,Whiteside,126,2035
2020-10-11,Will,1938,24192
2020-10-11,Williamson,247,2816
2020-10-11,Winnebago,1207,16719
2020-10-11,Woodford,103,2509
2020-10-04,Adams,201,2817
2020-10-04,Alexander,0,134
2020-10-04,Bond,53,564
2020-10-04,Boone,178,2383
2020-10-04,Brown,10,102
2020-10-04,Bureau,110,1096
2020-10-04,Calhoun,12,92
2020-10-04,Carroll,17,387
2020-10-04,Cass,53,668
2020-10-04,Champaign,1782,140612
2020-10-04,Chicago,7940,106258
2020-10-04,Christian,41,1229
2020-10-04,Clark,44,691
2020-10-04,Clay,24,565
2020-10-04,Clinton,171,1565
2020-10-04,Coles,276,3604
2020-10-04,Cook,7467,97029
2020-10-04,Crawford,51,703
2020-10-04,Cumberland,29,491
2020-10-04,De Witt,19,631
2020-10-04,DeKalb,294,5048
2020-10-04,Douglas,66,1572
2020-10-04,DuPage,2460,37412
2020-10-04,Edgar,17,361
2020-10-04,Edwards,20,211
2020-10-04,Effingham,127,1568
2020-10-04,Fayette,61,792
2020-10-04,Ford,11,691
2020-10-04,Franklin,110,1390
2020-10-04,Fulton,43,1333
2020-10-04,Gallatin,17,151
2020-10-04,Greene,20,482
2020-10-04,Grundy,137,1792
2020-10-04,Hamilton,12,229
2020-10-04,Hancock,28,393
2020-10-04,Hardin,8,104
2020-10-04,Henderson,0,185
2020-10-04,Henry,95,2000
2020-10-04,Iroquois,31,1158
2020-10-04,Jackson,212,2614
2020-10-04,Jasper,29,378
2020-10-04,Jefferson,77,1155
2020-10-04,Jersey,47,666
2020-10-04,Jo Daviess,51,736
2020-10-04,Johnson,25,342
2020-10-04,Kane,1977,22256
2020-10-04,Kankakee,405,5078
2020-10-04,Kendall,300,5308
2020-10-04,Knox,113,2670
2020-10-04,Lake,2943,31302
2020-10-04,LaSalle,222,3143
2020-10-04,Lawrence,34,790
2020-10-04,Lee,40,979
2020-10-04,Livingston,61,1569
2020-10-04,Logan,44,1951
2020-10-04,Macon,268,4261
2020-10-04,Macoupin,78,2343
2020-10-04,Madison,844,9711
2020-10-04,Marion,79,1430
2020-10-04,Marshall,17,444
2020-10-04,Mason,35,778
2020-10-04,Massac,19,314
2020-10-04,McDonough,97,1238
2020-10-04,McHenry,620,9270
2020-10-04,McLean,817,14309
2020-10-04,Menard,20,688
2020-10-04,Mercer,22,704
2020-10-04,Monroe,78,1112
2020-10-04,Montgomery,26,1376
2020-10-04,Morgan,42,1344
2020-10-04,Moultrie,39,863
2020-10-04,Ogle,98,2194
2020-10-04,Peoria,778,13168
2020-10-04,Perry,48,764
2020-10-04,Piatt,28,1596
2020-10-04,Pike,12,417
2020-10-04,Pope,0,67
2020-10-04,Pulaski,20,172
2020-10-04,Putnam,11,153
2020-10-04,Randolph,122,1480
2020-10-04,Richland,35,1130
2020-10-04,Rock Island,302,6683
2020-10-04,Saline,50,874
2020-10-04,Sangamon,359,11439
2020-10-04,Schuyler,10,188
2020-10-04,Scott,10,289
2020-10-04,Shelby,48,965
2020-10-04,St. Clair,941,9906
2020-10-04,Stark,6,321
2020-10-04,Stephenson,77,1725
2020-10-04,Tazewell,306,8292
2020-10-04,Unassigned,0,6029
2020-10-04,Union,65,697
2020-10-04,Vermilion,178,3858
2020-10-04,Wabash,30,347
2020-10-04,Warren,28,397
2020-10-04,Washington,39,417
2020-10-04,Wayne,76,756
2020-10-04,White,31,570
2020-10-04,Whiteside,118,2290
2020-10-04,Will,1823,23880
2020-10-04,Williamson,239,2662
2020-10-04,Winnebago,1077,14885
2020-10-04,Woodford,97,2345
2020-09-27,Adams,179,2610
2020-09-27,Alexander,0,123
2020-09-27,Bond,42,523
2020-09-27,Boone,161,2128
2020-09-27,Brown,9,99
2020-09-27,Bureau,89,965
2020-09-27,Calhoun,11,84
2020-09-27,Carroll,15,325
2020-09-27,Cass,53,637
2020-09-27,Champaign,1672,121499
2020-09-27,Chicago,7551,97441
2020-09-27,Christian,40,1150
2020-09-27,Clark,36,619
2020-09-27,Clay,23,501
2020-09-27,Clinton,150,1323
2020-09-27,Coles,254,3532
2020-09-27,Cook,7014,89393
2020-09-27,Crawford,45,620
2020-09-27,Cumberland,28,469
2020-09-27,De Witt,18,567
2020-09-27,DeKalb,264,4232
2020-09-27,Douglas,59,1457
2020-09-27,DuPage,2339,34413
2020-09-27,Edgar,16,331
2020-09-27,Edwards,17,197
2020-09-27,Effingham,114,1496
2020-09-27,Fayette,55,753
2020-09-27,Ford,10,634
2020-09-27,Franklin,106,1301
2020-09-27,Fulton,37,1214
2020-09-27,Gallatin,14,132
2020-09-27,Greene,20,449
2020-09-27,Grundy,130,1655
2020-09-27,Hamilton,10,206
2020-09-27,Hancock,26,365
2020-09-27,Hardin,8,91
2020-09-27,Henderson,0,167
2020-09-27,Henry,90,1854
2020-09-27,Iroquois,30,1090
2020-09-27,Jackson,207,2452
2020-09-27,Jasper,29,352
2020-09-27,Jefferson,72,1033
2020-09-27,Jersey,46,611
2020-09-27,Jo Daviess,48,669
2020-09-27,Johnson,24,317
2020-09-27,Kane,1893,20679
2020-09-27,Kankakee,363,4613
2020-09-27,Kendall,275,4901
2020-09-27,Knox,97,2476
2020-09-27,Lake,2820,29352
2020-09-27,LaSalle,200,2852
2020-09-27,Lawrence,30,720
2020-09-27,Lee,34,866
2020-09-27,Livingston,54,1393
2020-09-27,Logan,42,1826
2020-09-27,Macon,234,3838
2020-09-27,Macoupin,74,2216
2020-09-27,Madison,803,8884
2020-09-27,Marion,69,1221
2020-09-27,Marshall,16,394
2020-09-27,Mason,30,684
2020-09-27,Massac,19,288
2020-09-27,McDonough,92,1137
2020-09-27,McHenry,602,8645
2020-09-27,McLean,797,13070
2020-09-27,Menard,17,634
2020-09-27,Mercer,18,622
2020-09-27,Monroe,71,1009
2020-09-27,Montgomery,26,1281
2020-09-27,Morgan,39,1236
2020-09-27,Moultrie,34,785
2020-09-27,Ogle,87,1966
2020-09-27,Peoria,727,12106
2020-09-27,Perry,44,721
2020-09-27,Piatt,24,1447
2020-09-27,Pike,9,378
2020-09-27,Pope,0,59
2020-09-27,Pulaski,20,162
2020-09-27,Putnam,9,139
2020-09-27,Randolph,117,1380
2020-09-27,Richland,30,1044
2020-09-27,Rock Island,285,6189
2020-09-27,Saline,42,797
2020-09-27,Sangamon,320,10637
2020-09-27,Schuyler,8,165
2020-09-27,Scott,10,270
2020-09-27,Shelby,44,912
2020-09-27,St. Clair,872,9173
2020-09-27,Stark,6,300
2020-09-27,Stephenson,70,1564
2020-09-27,Tazewell,285,7444
2020-09-27,Unassigned,0,5861
2020-09-27,Union,60,654
2020-09-27,Vermilion,123,3427
2020-09-27,Wabash,28,293
2020-09-27,Warren,26,367
2020-09-27,Washington,33,374
2020-09-27,Wayne,71,690
2020-09-27,White,30,518
2020-09-27,Whiteside,94,2047
2020-09-27,Will,1732,22138
2020-09-27,Williamson,230,2502
2020-09-27,Winnebago,911,12717
2020-09-27,Woodford,94,2155
2020-09-20,Adams,138,2429
2020-09-20,Alexander,0,116
2020-09-20,Bond,34,482
2020-09-20,Boone,145,1922
2020-09-20,Brown,8,95
2020-09-20,Bureau,78,842
2020-09-20,Calhoun,0,62
2020-09-20,Carroll,14,285
2020-09-20,Cass,50,593
2020-09-20,Champaign,1572,101656
2020-09-20,Chicago,7220,90062
2020-09-20,Christian,38,1059
2020-09-20,Clark,36,566
2020-09-20,Clay,19,456
2020-09-20,Clinton,125,1137
2020-09-20,Coles,223,3295
2020-09-20,Cook,6656,83442
2020-09-20,Crawford,35,511
2020-09-20,Cumberland,26,440
2020-09-20,De Witt,17,520
2020-09-20,DeKalb,218,3532
2020-09-20,Douglas,49,1311
2020-09-20,DuPage,2210,32052
2020-09-20,Edgar,16,301
2020-09-20,Edwards,16,172
2020-09-20,Effingham,112,1382
2020-09-20,Fayette,32,653
2020-09-20,Ford,10,567
2020-09-20,Franklin,96,1199
2020-09-20,Fulton,30,1086
2020-09-20,Gallatin,13,114
2020-09-20,Greene,20,413
2020-09-20,Grundy,126,1547
2020-09-20,Hamilton,10,190
2020-09-20,Hancock,27,333
2020-09-20,Hardin,7,72
2020-09-20,Henderson,0,155
2020-09-20,Henry,86,1711
2020-09-20,Iroquois,28,1010
2020-09-20,Jackson,203,2253
2020-09-20,Jasper,24,319
2020-09-20,Jefferson,67,948
2020-09-20,Jersey,44,559
2020-09-20,Jo Daviess,39,587
2020-09-20,Johnson,22,280
2020-09-20,Kane,1807,19199
2020-09-20,Kankakee,340,4283
2020-09-20,Kendall,250,4527
2020-09-20,Knox,90,2211
2020-09-20,Lake,2674,27843
2020-09-20,LaSalle,189,2644
2020-09-20,Lawrence,30,691
2020-09-20,Lee,32,793
2020-09-20,Livingston,48,1264
2020-09-20,Logan,39,1651
2020-09-20,Macon,210,3470
2020-09-20,Macoupin,66,2073
2020-09-20,Madison,744,8176
2020-09-20,Marion,60,1074
2020-09-20,Marshall,14,349
2020-09-20,Mason,25,588
2020-09-20,Massac,17,267
2020-09-20,McDonough,80,1011
2020-09-20,McHenry,584,8108
2020-09-20,McLean,769,11875
2020-09-20,Menard,16,599
2020-09-20,Mercer,17,552
2020-09-20,Monroe,70,925
2020-09-20,Montgomery,27,1179
2020-09-20,Morgan,34,1139
2020-09-20,Moultrie,35,706
2020-09-20,Ogle,76,1742
2020-09-20,Peoria,659,11071
2020-09-20,Perry,42,677
2020-09-20,Piatt,23,1264
2020-09-20,Pike,8,331
2020-09-20,Pope,0,54
2020-09-20,Pulaski,19,149
2020-09-20,Putnam,0,131
2020-09-20,Randolph,115,1282
2020-09-20,Richland,15,881
2020-09-20,Rock Island,263,5662
2020-09-20,Saline,36,664
2020-09-20,Sangamon,293,9876
2020-09-20,Schuyler,8,142
2020-09-20,Scott,7,210
2020-09-20,Shelby,41,819
2020-09-20,St. Clair,820,8598
2020-09-20,Stark,6,271
2020-09-20,Stephenson,59,1312
2020-09-20,Tazewell,255,6679
2020-09-20,Unassigned,0,5684
2020-09-20,Union,59,627
2020-09-20,Vermilion,90,3023
2020-09-20,Wabash,24,268
2020-09-20,Warren,22,350
2020-09-20,Washington,30,346
2020-09-20,Wayne,63,629
2020-09-20,White,28,461
2020-09-20,Whiteside,92,1865
2020-09-20,Will,1653,20833
2020-09-20,Williamson,217,2322
2020-09-20,Winnebago,802,11018
2020-09-20,Woodford,89,1975
2020-09-13,Adams,102,2223
2020-09-13,Alexander,0,94
2020-09-13,Bond,29,427
2020-09-13,Boone,132,1714
2020-09-13,Brown,0,79
2020-09-13,Bureau,69,687
2020-09-13,Calhoun,0,59
2020-09-13,Carroll,12,245
2020-09-13,Cass,43,522
2020-09-13,Champaign,1492,82397
2020-09-13,Chicago,6893,82542
2020-09-13,Christian,35,950
2020-09-13,Clark,35,509
2020-09-13,Clay,17,404
2020-09-13,Clinton,110,954
2020-09-13,Coles,208,3004
2020-09-13,Cook,6296,75483
2020-09-13,Crawford,21,367
2020-09-13,Cumberland,23,397
2020-09-13,De Witt,14,447
2020-09-13,DeKalb,192,2960
2020-09-13,Douglas,46,1158
2020-09-13,DuPage,2067,29070
2020-09-13,Edgar,16,273
2020-09-13,Edwards,16,144
2020-09-13,Effingham,99,1232
2020-09-13,Fayette,29,544
2020-09-13,Ford,8,484
2020-09-13,Franklin,84,1049
2020-09-13,Fulton,25,904
2020-09-13,Gallatin,13,105
2020-09-13,Greene,18,381
2020-09-13,Grundy,115,1378
2020-09-13,Hamilton,9,167
2020-09-13,Hancock,19,300
2020-09-13,Hardin,0,63
2020-09-13,Henderson,0,140
2020-09-13,Henry,82,1564
2020-09-13,Iroquois,25,889
2020-09-13,Jackson,174,2009
2020-09-13,Jasper,20,285
2020-09-13,Jefferson,62,766
2020-09-13,Jersey,41,483
2020-09-13,Jo Daviess,34,494
2020-09-13,Johnson,21,252
2020-09-13,Kane,1687,17442
2020-09-13,Kankakee,323,3829
2020-09-13,Kendall,235,4113
2020-09-13,Knox,67,1686
2020-09-13,Lake,2530,25488
2020-09-13,LaSalle,173,2349
